event_name,event_date,race_name,distance_m,athlete_name,finish_time,swim_time,bike_time,run_time,overall_position,category,country,bib,source
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Gaspard Carrier,3:43:39,0:29:07,1:58:04,1:09:50,1,o20-24,FRA,1021,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Guillaume Bas,3:47:10,0:35:28,1:56:19,1:08:43,2,o35-39,FRA,1184,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Alessandro Cazzaniga,3:51:59,0:33:23,2:02:04,1:09:58,3,o20-24,ITA,1022,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Radu Moga,3:54:59,0:36:23,2:03:19,1:07:36,4,o25-29,ROU,1075,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,David Cotin,3:56:29,0:38:17,2:00:50,1:09:12,5,o50-54,FRA,1389,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Joe Cooper,3:59:57,0:30:27,2:05:02,1:15:57,6,o25-29,GBR,1058,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Mauricio Torres Vila,4:00:15,0:34:35,2:11:13,1:06:35,7,o20-24,MEX,1044,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Hugo Duboscq,4:00:26,0:37:31,2:01:31,1:14:17,8,o35-39,FRA,1198,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Julian Sponner,4:01:36,0:32:34,2:03:43,1:18:12,9,o25-29,AUT,1090,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Mario A Salvador Sutton,4:01:53,0:38:03,2:07:17,1:09:50,10,o35-39,ARG,1229,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Giulio Vanni,4:02:06,0:36:42,2:05:47,1:10:37,11,o35-39,ITA,1235,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Steven Scherpereel,4:02:55,0:34:25,2:07:11,1:12:28,12,o50-54,BEL,1421,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Jerome Muzzu,4:03:33,0:38:07,2:02:32,1:15:24,13,o40-44,FRA,1272,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Mark Styles,4:04:29,0:41:03,1:58:48,1:16:54,14,o40-44,GBR,1316,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Accardo Marco,4:04:55,0:37:36,1:57:13,1:19:56,15,o35-39,ITA,1219,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Marcus Stigler,4:05:06,0:36:48,2:02:28,1:17:54,16,o50-54,DEU,1431,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Miroslav Ozorak,4:05:15,0:29:53,2:08:16,1:20:17,17,o50-54,SVK,1412,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Gerhard Winkler,4:06:17,0:36:43,1:59:49,1:21:10,18,o60-64,DEU,1501,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Mattia Cantalu,4:06:17,0:35:22,2:09:54,1:10:40,19,o35-39,ITA,1191,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Cedric Bughin,4:09:44,0:34:19,2:10:47,1:17:21,20,o35-39,BEL,1189,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Olivier Vancraeynest,4:11:16,0:43:08,1:59:33,1:20:55,21,o40-44,BEL,1317,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Gregory Namer,4:11:33,0:45:22,2:04:06,1:14:52,22,o45-49,FRA,1356,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Louis Vlamynck,4:11:48,0:40:25,2:08:01,1:15:18,23,o25-29,BEL,1097,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Otman Rharmili,4:12:45,0:42:15,2:08:45,1:14:09,24,o40-44,FRA,1312,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Matteo Ardone,4:13:06,0:44:01,2:10:07,1:12:04,25,o30-34,ITA,1125,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Joseph Wagman,4:13:43,0:39:09,2:07:09,1:19:31,26,o25-29,GBR,1098,sportstats
T100 Triathlon World Tour - French Riviera,2025-08-30,T100 Triathlon,100000,Matteo Arcelli,4:13:51,0:40:31,2:06:45,1:17:43,27,o30-34,ITA,1124,sportstats
