event_name,event_date,race_name,distance_m,athlete_name,finish_time,swim_time,bike_time,run_time,overall_position,category,country,bib,source
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Livio Flueler,1:03:21,0:11:42,0:32:56,0:18:43,1,n16-19,CHE,1036,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Gerhard De Bruin,1:04:56,0:11:38,0:32:16,0:21:02,2,n40-44,ZAF,2142,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,James Plant,1:05:24,0:12:38,0:32:37,0:20:09,3,n40-44,GBR,2047,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Dexter Button,1:05:45,0:11:56,0:34:41,0:19:08,4,n16-19,ARE,1040,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Matthew Green,1:06:15,0:10:57,0:33:52,0:21:27,5,n16-19,AUS,1047,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Mohamed El Akkad,1:06:24,0:11:27,0:33:45,0:21:11,6,n35-39,EGY,1842,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Sridath Sudheer,1:06:37,0:11:30,0:34:50,0:20:17,7,n16-19,IND,1045,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Anastas Panchenko,1:08:13,0:12:09,0:34:59,0:21:04,8,n35-39,RUS,1774,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Jon Lacey,1:08:16,0:13:32,0:33:39,0:21:05,9,n35-39,GBR,1854,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Ayoub Essbai,1:08:37,0:14:41,0:34:22,0:19:34,10,n25-29,MAR,1233,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Mehdi Benni,1:09:19,0:13:41,0:32:52,0:22:46,11,n45-49,FRA,2250,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Adam Tuck,1:10:19,0:13:58,0:36:08,0:20:13,12,n45-49,GBR,2269,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Daniil Serebrennikov,1:10:47,0:10:52,0:37:32,0:22:23,13,n40-44,RUS,2092,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Haman Bakhtkhosh,1:11:00,0:13:52,0:35:59,0:21:08,14,n35-39,IRN,1740,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Gwen Kinsey,1:11:12,0:11:52,0:36:51,0:22:28,15,f50-54,GBR,2336,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Alex Stoll,1:11:41,0:14:33,0:35:54,0:21:14,16,n30-34,USA,1462,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Rinat Mustafin,1:11:45,0:13:48,0:35:14,0:22:43,17,n45-49,RUS,2321,sportstats
T100 Triathlon World Tour - Dubai,2025-11-15,Sprint Triathlon,25750,Jonathan Pryke,1:12:18,0:12:00,0:35:17,0:25:01,18,n35-39,GBR,1815,sportstats
