event_name,event_date,race_name,distance_m,athlete_name,finish_time,swim_time,bike_time,run_time,overall_position,category,country,bib,source
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Youri Lavoine,1:44:07,0:29:06,0:12:36,1:09:50,1,n40-44,FRA,4091,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Matthieu Monnot,1:44:50,0:28:54,0:12:43,1:10:41,2,n25-29,FRA,4172,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Yannick Trombetta,1:48:03,0:29:14,0:12:47,1:13:41,3,n40-44,FRA,4092,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Nicholas Lee,1:49:47,0:29:36,0:13:26,1:14:09,4,n35-39,SGP,4079,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,David Kitt,1:55:13,0:30:18,0:13:27,1:17:27,5,n35-39,GBR,4075,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Florian Bahrdt,1:56:12,0:33:47,0:13:27,1:16:26,6,n50-54,DEU,4182,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Andre Chow,1:56:23,0:31:42,0:13:25,1:15:17,7,n35-39,SGP,4084,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Andre Kasmara,1:56:43,0:34:01,0:14:33,1:16:43,8,n45-49,IDN,4114,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Nicholas Bischoff,1:57:18,0:34:13,0:13:07,1:15:54,9,n30-34,DEU,4048,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Dorienne Sparrow,1:57:36,0:31:41,0:14:07,1:21:00,10,f45-49,ZAF,4021,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Sebastien Borne,1:57:57,0:33:07,0:13:53,1:18:14,11,n45-49,FRA,4133,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Aschton Hansen,1:58:41,0:31:09,0:22:19,1:22:16,12,n45-49,ZAF,4003,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Matt Whelan,1:58:45,0:26:33,0:14:58,1:24:46,13,n40-44,AUS,4103,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Yun Hsiu Wu,1:59:27,0:33:35,0:14:11,1:18:06,14,n30-34,SGP,4057,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Malcolm Tan,1:59:27,0:37:14,0:13:44,1:15:53,15,n20-24,SGP,4043,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Patrick Ho,1:59:46,0:32:59,0:13:54,1:19:04,16,n55-59,SGP,4136,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,James Winderam,2:00:17,0:26:23,0:16:04,1:27:17,17,n35-39,GBR,4072,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Edward Tan,2:00:17,0:32:18,0:14:54,1:22:42,18,n25-29,SGP,4171,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Thomas Eng,2:00:34,0:29:15,0:15:21,1:24:06,19,n30-34,USA,4050,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Stephen Ames,2:00:35,0:30:38,0:23:02,1:24:10,20,n55-59,GBR,4152,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Russell Van Der Water,2:00:37,0:35:20,0:14:11,1:19:41,21,n50-54,AUS,4143,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Hisashi Miyagawa,2:00:57,0:31:45,0:14:51,1:22:31,22,n55-59,JPN,4173,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Andy Elliott,2:01:05,0:33:11,0:14:30,1:20:10,23,n50-54,AUS,4147,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Jonathan Seow,2:02:44,0:37:56,0:13:52,1:17:35,24,n35-39,SGP,4068,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Leonard Chua,2:02:45,0:37:18,0:14:23,1:20:25,25,n25-29,SGP,4039,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Julien Dahmoun,2:02:51,0:35:59,0:14:52,1:18:20,26,n35-39,BEL,4086,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Bhavani Mishra,2:03:24,0:39:51,0:13:26,1:19:47,27,n35-39,IND,4078,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Thibaud De Monchy,2:03:30,0:32:25,0:15:04,1:24:23,28,n40-44,FRA,4088,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Amber Foley,2:03:54,0:31:56,0:15:18,1:24:53,29,f30-34,ZAF,4014,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Stephane Istel,2:03:55,0:32:38,0:14:44,1:23:31,30,n45-49,FRA,4117,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Ben Fry,2:04:10,0:36:45,0:15:01,1:20:15,31,n40-44,GBR,4098,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Herve Potus,2:04:37,0:32:55,0:14:56,1:22:42,32,n60-64,FRA,4159,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Peter Fletcher,2:05:12,0:37:55,0:14:08,1:19:08,33,n40-44,GBR,4061,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Darrell Low,2:05:17,0:32:16,0:15:20,1:27:19,34,n20-24,SGP,4033,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Oliver Isbell,2:05:44,0:31:39,0:15:29,1:26:42,35,n40-44,GBR,4102,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Benjamin Chesney,2:06:02,0:39:54,0:13:59,1:18:18,36,n40-44,GBR,4105,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Lana Prinsloo,2:06:51,0:31:25,0:15:57,1:28:14,37,f40-44,ZAF,4023,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Coach Mas,2:07:12,0:34:05,0:15:33,1:25:53,38,n50-54,SGP,4140,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Zekeil Tay,2:07:14,0:35:52,0:14:49,1:24:11,39,n30-34,SGP,4052,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Tammi Lim,2:07:17,0:35:42,0:15:32,1:24:54,40,f40-44,SGP,4027,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Betty Bernard,2:07:18,0:34:52,0:15:32,1:25:22,41,f45-49,FRA,4199,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Tristan Pochat,2:07:34,0:36:27,0:15:19,1:24:38,42,n40-44,FRA,4188,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Ken Soda,2:07:45,0:32:54,0:16:01,1:27:54,43,n50-54,JPN,4146,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Shi-Hua Chin,2:08:54,0:34:51,0:15:35,1:26:14,44,f35-39,SGP,4198,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Ze Kai Xie,2:09:16,0:29:28,0:15:54,1:32:10,45,n18-19,SGP,4002,sportstats
T100 Triathlon World Tour - Singapore,2026-04-26,Olympic Triathlon,51500,Mark Ho,2:09:35,0:37:02,0:14:47,1:24:32,46,n35-39,SGP,4073,sportstats
